host,host_name,host_genus,host_authority,AtlanticCanada,CentralCanada,Florida,InlandWestUS,MidwestUS,NorthCentralUS,NortheastUS,NorthernNorthAmerica,NorthwestUS,SoutheastUS,SouthwestUS,WesternCanada
Philadelphus lewisii Pursh,Philadelphus lewisii,Philadelphus,Pursh,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Philadelphus microphyllus A. Gray,Philadelphus microphyllus,Philadelphus,A. Gray,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Photinia melanocarpa (Michx.) K.R. Robertson & Phipps,Photinia melanocarpa,Photinia,(Michx.) K.R. Robertson & Phipps,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Photinia pyrifolia (Lam.) K.R. Robertson & Phipps,Photinia pyrifolia,Photinia,(Lam.) K.R. Robertson & Phipps,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Phyllodoce breweri (A. Gray) A. Heller,Phyllodoce breweri,Phyllodoce,(A. Gray) A. Heller,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Physocarpus capitatus (Pursh) Kuntze,Physocarpus capitatus,Physocarpus,(Pursh) Kuntze,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Physocarpus malvaceus (Greene) Kuntze,Physocarpus malvaceus,Physocarpus,(Greene) Kuntze,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"Physocarpus opulifolius (L.) Maxim., orth. cons.",Physocarpus opulifolius,Physocarpus,"(L.) Maxim., orth. cons.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Picea breweriana S. Watson,Picea breweriana,Picea,S. Watson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Picea engelmannii Parry ex Engelm.,Picea engelmannii,Picea,Parry ex Engelm.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Picea glauca (Moench) Voss,Picea glauca,Picea,(Moench) Voss,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"Picea mariana (Mill.) Britton, Sterns & Poggenb.",Picea mariana,Picea,"(Mill.) Britton, Sterns & Poggenb.",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Picea pungens Engelm.,Picea pungens,Picea,Engelm.,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
Picea rubens Sarg.,Picea rubens,Picea,Sarg.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Picea sitchensis (Bong.) Carrière,Picea sitchensis,Picea,(Bong.) Carrière,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Picrothamnus desertorum Nutt.,Picrothamnus desertorum,Picrothamnus,Nutt.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Pinus albicaulis Engelm.,Pinus albicaulis,Pinus,Engelm.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Pinus aristata Engelm.,Pinus aristata,Pinus,Engelm.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Pinus banksiana Lamb.,Pinus banksiana,Pinus,Lamb.,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Pinus cembroides Zucc.,Pinus cembroides,Pinus,Zucc.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Pinus clausa (Chapm. ex Engelm.) Vasey ex Sarg.,Pinus clausa,Pinus,(Chapm. ex Engelm.) Vasey ex Sarg.,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Pinus contorta Douglas ex Loudon,Pinus contorta,Pinus,Douglas ex Loudon,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Pinus contorta Douglas ex Loudon var. contorta,Pinus contorta,Pinus,Douglas ex Loudon var. contorta,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Pinus coulteri D. Don,Pinus coulteri,Pinus,D. Don,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Pinus echinata Mill.,Pinus echinata,Pinus,Mill.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Pinus edulis Engelm.,Pinus edulis,Pinus,Engelm.,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Pinus elliottii Engelm.,Pinus elliottii,Pinus,Engelm.,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Pinus flexilis James,Pinus flexilis,Pinus,James,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Pinus glabra Walter,Pinus glabra,Pinus,Walter,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Pinus jeffreyi Balf.,Pinus jeffreyi,Pinus,Balf.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Pinus lambertiana Douglas,Pinus lambertiana,Pinus,Douglas,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Pinus monophylla Torr. & Frém.,Pinus monophylla,Pinus,Torr. & Frém.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Pinus monticola Douglas ex D. Don,Pinus monticola,Pinus,Douglas ex D. Don,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Pinus muricata D. Don,Pinus muricata,Pinus,D. Don,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Pinus palustris Mill.,Pinus palustris,Pinus,Mill.,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Pinus ponderosa Lawson & C. Lawson,Pinus ponderosa,Pinus,Lawson & C. Lawson,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Pinus pungens Lamb.,Pinus pungens,Pinus,Lamb.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Pinus radiata D. Don,Pinus radiata,Pinus,D. Don,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Pinus resinosa Aiton,Pinus resinosa,Pinus,Aiton,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Pinus rigida Mill.,Pinus rigida,Pinus,Mill.,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Pinus sabiniana Douglas ex Douglas,Pinus sabiniana,Pinus,Douglas ex Douglas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Pinus serotina Michx.,Pinus serotina,Pinus,Michx.,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Pinus strobus L.,Pinus strobus,Pinus,L.,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Pinus taeda L.,Pinus taeda,Pinus,L.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Pinus virginiana Mill.,Pinus virginiana,Pinus,Mill.,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Planera aquatica J.F. Gmel.,Planera aquatica,Planera,J.F. Gmel.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Platanus occidentalis L.,Platanus occidentalis,Platanus,L.,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Platanus racemosa Nutt.,Platanus racemosa,Platanus,Nutt.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Platanus wrightii S. Watson,Platanus wrightii,Platanus,S. Watson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Populus ×canadensis Moench (pro sp.) [deltoides × nigra],Populus ×canadensis,Populus,Moench (pro sp.) [deltoides × nigra],TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Populus angustifolia James,Populus angustifolia,Populus,James,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Populus balsamifera L.,Populus balsamifera,Populus,L.,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Populus balsamifera L. ssp. trichocarpa (Torr. & A. Gray ex Hook.) Brayshaw,Populus balsamifera,Populus,L. ssp. trichocarpa (Torr. & A. Gray ex Hook.) Brayshaw,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
Populus deltoides W. Bartram ex Marshall,Populus deltoides,Populus,W. Bartram ex Marshall,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Populus deltoides W. Bartram ex Marshall ssp. monilifera (Aiton) Eckenwalder,Populus deltoides,Populus,W. Bartram ex Marshall ssp. monilifera (Aiton) Eckenwalder,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Populus fremontii S. Watson,Populus fremontii,Populus,S. Watson,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Populus grandidentata Michx.,Populus grandidentata,Populus,Michx.,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
Populus heterophylla L.,Populus heterophylla,Populus,L.,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Populus tremuloides Michx.,Populus tremuloides,Populus,Michx.,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Prosopis glandulosa Torr. var. glandulosa,Prosopis glandulosa,Prosopis,Torr. var. glandulosa,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Prosopis pubescens Benth.,Prosopis pubescens,Prosopis,Benth.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Prunus americana Marshall,Prunus americana,Prunus,Marshall,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
Prunus angustifolia Marshall,Prunus angustifolia,Prunus,Marshall,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Prunus emarginata (Douglas ex Hook.) D. Dietr.,Prunus emarginata,Prunus,(Douglas ex Hook.) D. Dietr.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Prunus fasciculata (Torr.) A. Gray,Prunus fasciculata,Prunus,(Torr.) A. Gray,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Prunus ilicifolia (Nutt. ex Hook. & Arn.) D. Dietr. ssp. lyonii (Eastw.) P.H. Raven,Prunus ilicifolia,Prunus,(Nutt. ex Hook. & Arn.) D. Dietr. ssp. lyonii (Eastw.) P.H. Raven,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Prunus maritima Marshall,Prunus maritima,Prunus,Marshall,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Prunus nigra Aiton,Prunus nigra,Prunus,Aiton,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Prunus pensylvanica L. f.,Prunus pensylvanica,Prunus,L. f.,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Prunus pumila L.,Prunus pumila,Prunus,L.,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
Prunus pumila L. var. besseyi (L.H. Bailey) Gleason,Prunus pumila,Prunus,L. var. besseyi (L.H. Bailey) Gleason,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
Prunus serotina Ehrh.,Prunus serotina,Prunus,Ehrh.,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Prunus serotina Ehrh. var. rufula (Wooton & Standl.) McVaugh,Prunus serotina,Prunus,Ehrh. var. rufula (Wooton & Standl.) McVaugh,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Prunus subcordata Benth.,Prunus subcordata,Prunus,Benth.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Prunus virginiana L.,Prunus virginiana,Prunus,L.,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Prunus virginiana L. var. demissa (Nutt.) Torr.,Prunus virginiana,Prunus,L. var. demissa (Nutt.) Torr.,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
Pseudotsuga macrocarpa (Vasey) Mayr,Pseudotsuga macrocarpa,Pseudotsuga,(Vasey) Mayr,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Pseudotsuga menziesii (Mirb.) Franco,Pseudotsuga menziesii,Pseudotsuga,(Mirb.) Franco,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Pseudotsuga menziesii (Mirb.) Franco var. glauca (Beissn.) Franco,Pseudotsuga menziesii,Pseudotsuga,(Mirb.) Franco var. glauca (Beissn.) Franco,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Ptelea trifoliata L.,Ptelea trifoliata,Ptelea,L.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Purshia glandulosa Curran,Purshia glandulosa,Purshia,Curran,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Purshia stansburiana (Torr.) Henrickson,Purshia stansburiana,Purshia,(Torr.) Henrickson,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Purshia tridentata (Pursh) DC.,Purshia tridentata,Purshia,(Pursh) DC.,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Pyracantha coccinea M. Roem.,Pyracantha coccinea,Pyracantha,M. Roem.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Quercus agrifolia Née,Quercus agrifolia,Quercus,Née,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Quercus alba L.,Quercus alba,Quercus,L.,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Quercus bicolor Willd.,Quercus bicolor,Quercus,Willd.,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Quercus chrysolepis Liebm.,Quercus chrysolepis,Quercus,Liebm.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Quercus coccinea Münchh.,Quercus coccinea,Quercus,Münchh.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Quercus douglasii Hook. & Arn.,Quercus douglasii,Quercus,Hook. & Arn.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Quercus dumosa Nutt.,Quercus dumosa,Quercus,Nutt.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Quercus falcata Michx.,Quercus falcata,Quercus,Michx.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Quercus gambelii Nutt.,Quercus gambelii,Quercus,Nutt.,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Quercus garryana Douglas ex Hook.,Quercus garryana,Quercus,Douglas ex Hook.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Quercus imbricaria Michx.,Quercus imbricaria,Quercus,Michx.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Quercus kelloggii Newberry,Quercus kelloggii,Quercus,Newberry,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Quercus laevis Walter,Quercus laevis,Quercus,Walter,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Quercus laurifolia Michx.,Quercus laurifolia,Quercus,Michx.,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Quercus lobata Née,Quercus lobata,Quercus,Née,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Quercus lyrata Walter,Quercus lyrata,Quercus,Walter,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Quercus macrocarpa Michx.,Quercus macrocarpa,Quercus,Michx.,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Quercus marilandica Münchh.,Quercus marilandica,Quercus,Münchh.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Quercus michauxii Nutt.,Quercus michauxii,Quercus,Nutt.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Quercus montana Willd.,Quercus montana,Quercus,Willd.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Quercus muehlenbergii Engelm.,Quercus muehlenbergii,Quercus,Engelm.,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
Quercus nigra L.,Quercus nigra,Quercus,L.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Quercus pagoda Raf.,Quercus pagoda,Quercus,Raf.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Quercus palustris Münchh.,Quercus palustris,Quercus,Münchh.,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Quercus phellos L.,Quercus phellos,Quercus,L.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Quercus prinus L. p.p., nom. utique rej.",Quercus prinus,Quercus,"L. p.p., nom. utique rej.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Quercus pumila Walter,Quercus pumila,Quercus,Walter,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Quercus rubra L.,Quercus rubra,Quercus,L.,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Quercus shumardii Buckley,Quercus shumardii,Quercus,Buckley,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Quercus stellata Wangenh.,Quercus stellata,Quercus,Wangenh.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Quercus texana Buckley,Quercus texana,Quercus,Buckley,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Quercus vacciniifolia Kellogg,Quercus vacciniifolia,Quercus,Kellogg,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Quercus velutina Lam.,Quercus velutina,Quercus,Lam.,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Quercus virginiana Mill.,Quercus virginiana,Quercus,Mill.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Rhamnus alnifolia L'Hér.,Rhamnus alnifolia,Rhamnus,L'Hér.,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Rhamnus crocea Nutt.,Rhamnus crocea,Rhamnus,Nutt.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Rhododendron albiflorum Hook.,Rhododendron albiflorum,Rhododendron,Hook.,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Rhododendron arborescens (Pursh) Torr.,Rhododendron arborescens,Rhododendron,(Pursh) Torr.,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Rhododendron atlanticum (Ashe) Rehder,Rhododendron atlanticum,Rhododendron,(Ashe) Rehder,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Rhododendron canadense (L.) Torr.,Rhododendron canadense,Rhododendron,(L.) Torr.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Rhododendron canescens (Michx.) Sweet,Rhododendron canescens,Rhododendron,(Michx.) Sweet,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Rhododendron lapponicum (L.) Wahlenb.,Rhododendron lapponicum,Rhododendron,(L.) Wahlenb.,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
Rhododendron macrophyllum D. Don ex G. Don,Rhododendron macrophyllum,Rhododendron,D. Don ex G. Don,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
Rhododendron maximum L.,Rhododendron maximum,Rhododendron,L.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Rhododendron occidentale (Torr. & A. Gray) A. Gray,Rhododendron occidentale,Rhododendron,(Torr. & A. Gray) A. Gray,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
Rhododendron periclymenoides (Michx.) Shinners,Rhododendron periclymenoides,Rhododendron,(Michx.) Shinners,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Rhododendron viscosum (L.) Torr.,Rhododendron viscosum,Rhododendron,(L.) Torr.,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Rhus aromatica Aiton var. serotina (Greene) Rehder,Rhus aromatica,Rhus,Aiton var. serotina (Greene) Rehder,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Rhus copallinum L.,Rhus copallinum,Rhus,L.,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Rhus glabra L.,Rhus glabra,Rhus,L.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"Rhus hirta (L.) Sudw., nom. utique rej.",Rhus hirta,Rhus,"(L.) Sudw., nom. utique rej.",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Rhus microphylla Engelm. ex A. Gray,Rhus microphylla,Rhus,Engelm. ex A. Gray,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
Rhus ovata S. Watson,Rhus ovata,Rhus,S. Watson,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Rhus trilobata Nutt.,Rhus trilobata,Rhus,Nutt.,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
