"","spec.name","spec.name.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"502","Keetia purpurascens","Keetia purpurascens",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,496,1,"wfo-0000220730","urn:lsid:ipni.org:names:943142-1","105693","Keetia purpurascens","species","wfo-4000019892","(Bullock) Bridson","Rubiaceae","","",NA,"Keetia","","purpurascens","","species","Valid","Kew Bull. 41: 981 (1986)","Accepted","","wfo-0000799455",NA,"Source in seed data: wcs Update namepublishedIn from Kew Bull. 41(4): 981. 1986 [20 Oct 1986]  to Kew Bull. 41: 981 (1986), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re","http://www.theplantlist.org/tpl1.1/record/kew-105693","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-105693","",FALSE,"","","",""
"503","Lasianthus glomeruliflorus","Lasianthus glomeruliflorus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,497,1,"wfo-0000223698","urn:lsid:ipni.org:names:754977-1","108566","Lasianthus glomeruliflorus","species","wfo-4000020643","K.Schum.","Rubiaceae","","",NA,"Lasianthus","","glomeruliflorus","","species","Valid","Bot. Jahrb. Syst. 28: 107 (1899)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Bot. Jahrb. Syst. 28: 107 1899  to Bot. Jahrb. Syst. 28: 107 (1899), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco","http://www.theplantlist.org/tpl1.1/record/kew-108566","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-108566","",FALSE,"","","",""
"504","Lasianthus macrocalyx","Lasianthus macrocalyx",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,498,1,"wfo-0000223793","urn:lsid:ipni.org:names:755034-1","108652","Lasianthus macrocalyx","species","wfo-4000020643","K.Schum.","Rubiaceae","","",NA,"Lasianthus","","macrocalyx","","species","Valid","Bot. Jahrb. Syst. 28: 499 (1900)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Bot. Jahrb. Syst. 28: 499 1900  to Bot. Jahrb. Syst. 28: 499 (1900), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco","http://www.theplantlist.org/tpl1.1/record/kew-108652","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-108652","",FALSE,"","","",""
"505","Lasianthus wallacei","Lasianthus wallacei",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,499,1,"wfo-0000223988","urn:lsid:ipni.org:names:755182-1","108833","Lasianthus wallacei","species","wfo-4000020643","E.A.Bruce","Rubiaceae","","",NA,"Lasianthus","","wallacei","","species","Valid","Bull. Misc. Inform. Kew 1936: 481 (1936)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Bull. Misc. Inform. Kew 1936(9): 481. [18 Dec 1936]  to Bull. Misc. Inform. Kew 1936: 481 (1936), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www","http://www.theplantlist.org/tpl1.1/record/kew-108833","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-108833","",FALSE,"","","",""
"506","Leptactina oxyloba","Leptactina oxyloba",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,500,1,"wfo-0000226164","urn:lsid:ipni.org:names:755247-1","110909","Leptactina oxyloba","species","wfo-4000021186","K.Schum.","Rubiaceae","","",NA,"Leptactina","","oxyloba","","species","Valid","Bot. Jahrb. Syst. 28: 488 (1900)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Bot. Jahrb. Syst. 28(4): 488. 1900 [13 Jul 1900]  to Bot. Jahrb. Syst. 28: 488 (1900), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantli","http://www.theplantlist.org/tpl1.1/record/kew-110909","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-110909","",FALSE,"","","",""
"507","Multidentia castanea","Multidentia castanea",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,501,1,"wfo-0000246423","urn:lsid:ipni.org:names:944188-1","130260","Multidentia castanea","species","wfo-4000024968","(Robyns) Bridson & Verdc.","Rubiaceae","","",NA,"Multidentia","","castanea","","species","Valid","Kew Bull. 42: 651 (1987)","Accepted","","wfo-0000331368",NA,"Source in seed data: wcs Update namepublishedIn from Kew Bull. 42: 651 1987  to Kew Bull. 42: 651 (1987), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-130260 >T","http://www.theplantlist.org/tpl1.1/record/kew-130260","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-130260","",FALSE,"","","",""
"508","Multidentia kingupirensis","Multidentia kingupirensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,502,1,"wfo-0000246433","urn:lsid:ipni.org:names:932418-1","130270","Multidentia kingupirensis","species","wfo-4000024968","Bridson","Rubiaceae","","",NA,"Multidentia","","kingupirensis","","species","Valid","Kew Bull. 42: 649 (1987)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Kew Bull. 42(3): 649. 1987 [26 Aug 1987]  to Kew Bull. 42: 649 (1987), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re","http://www.theplantlist.org/tpl1.1/record/kew-130270","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-130270","",FALSE,"","","",""
"509","Oxyanthus haerdii","Oxyanthus haerdii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,503,1,"wfo-0000261775","urn:lsid:ipni.org:names:758777-1","144946","Oxyanthus haerdii","species","wfo-4000027536","Bridson","Rubiaceae","","",NA,"Oxyanthus","","haerdii","","species","Valid","Kew Bull. 34: 119 (1979)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Kew Bull. 34(1): 119. 1979 [9 Nov 1979]  to Kew Bull. 34: 119 (1979), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/rec","http://www.theplantlist.org/tpl1.1/record/kew-144946","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-144946","",FALSE,"","","",""
"510","Pauridiantha chlorantha","Pauridiantha chlorantha",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,504,1,"wfo-1000001673","urn:lsid:ipni.org:names:77207004-1","","Pauridiantha chlorantha","species","wfo-4000028348","(K.Schum.) Ntore & O.Lachenaud","Rubiaceae","","",NA,"Pauridiantha","","chlorantha","","species","Valid","Adansonia 41(1): 32. 2019","Accepted","","",NA,"","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","","",""
"511","Pauridiantha hirsuta","Pauridiantha hirsuta",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,505,1,"wfo-0000837812","urn:lsid:ipni.org:names:77092229-1","375103","Pauridiantha hirsuta","species","wfo-4000028348","Ntore","Rubiaceae","","",NA,"Pauridiantha","","hirsuta","","species","Valid","Opera Bot. Belg. 15: 103 (2008)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Opera Bot. Belg. 15: 103 (-104; fig. 27). 2008  to Opera Bot. Belg. 15: 103 (2008), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.","http://www.theplantlist.org/tpl1.1/record/kew-375103","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-375103","",FALSE,"","","",""
"512","Pavetta axillipara","Pavetta axillipara",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,506,1,"wfo-0000265170","urn:lsid:ipni.org:names:759533-1","148270","Pavetta axillipara","species","wfo-4000028355","Bremek.","Rubiaceae","","",NA,"Pavetta","","axillipara","","species","Valid","Kew Bull. 11: 171 (1956)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Kew Bull. 11(1): 171. 1956 [26 Jun 1956]  to Kew Bull. 11: 171 (1956), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re","http://www.theplantlist.org/tpl1.1/record/kew-148270","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-148270","",FALSE,"","","",""
"513","Pavetta delicatifolia","Pavetta delicatifolia",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,507,1,"wfo-0000265336","urn:lsid:ipni.org:names:20001131-1","148434","Pavetta delicatifolia","species","wfo-4000028355","Bridson","Rubiaceae","","",NA,"Pavetta","","delicatifolia","","species","Valid","Kew Bull. 56: 580 (2001)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Kew Bull. 56(3): 580. 2001 [11 Oct 2001]  to Kew Bull. 56: 580 (2001), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re","http://www.theplantlist.org/tpl1.1/record/kew-148434","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-148434","",FALSE,"","","",""
"514","Pavetta greenwayi","Pavetta greenwayi",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,508,1,"wfo-0000265434","urn:lsid:ipni.org:names:759724-1","148524","Pavetta greenwayi","species","wfo-4000028355","Bremek.","Rubiaceae","","",NA,"Pavetta","","greenwayi","","species","Valid","Kew Bull. 3: 354 (1948 publ. 1949)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Kew Bull. 3(3): 354. 1949 [1948 publ. 10 Jan 1949]  to Kew Bull. 3: 354 (1948 publ. 1949), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thepla","http://www.theplantlist.org/tpl1.1/record/kew-148524","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-148524","",FALSE,"","","",""
"515","Pavetta holstii","Pavetta holstii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,509,1,"wfo-0000265459","","148547","Pavetta holstii","species","wfo-4000028355","K.Schum. ex Engl.","Rubiaceae","","",NA,"Pavetta","","holstii","","species","Valid","Abh. Königl. Akad. Wiss. Berlin 1894: 45. ; et in Engl. Pflanzenw. Ost-Afr. C (1895) 389","Accepted","","",NA,"Source in seed data: wcs Updated namePublishedIn from Abh. Preuss. Akad. Wiss. 1894: 54 1894  to Abh. Königl. Akad. Wiss. Berlin 1894: 45. ; et in Engl. Pflanzenw. Ost-Afr. C (1895) 389, according to IPNI. Information provided by Alan E. on email Jul. 1","http://www.theplantlist.org/tpl1.1/record/kew-148547","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-148547","",FALSE,"","","","smallest ID"
"517","Pavetta lynesii","Pavetta lynesii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,510,1,"wfo-0000265598","urn:lsid:ipni.org:names:931727-1","148677","Pavetta lynesii","species","wfo-4000028355","Bridson","Rubiaceae","","",NA,"Pavetta","","lynesii","","species","Valid","Kew Bull. 42: 253 (1987)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Kew Bull. 42(1): 253. 1987 [4 Apr 1987]  to Kew Bull. 42: 253 (1987), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/rec","http://www.theplantlist.org/tpl1.1/record/kew-148677","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-148677","",FALSE,"","","",""
"518","Pavetta manyanguensis","Pavetta manyanguensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,511,1,"wfo-0000265625","urn:lsid:ipni.org:names:759856-1","148703","Pavetta manyanguensis","species","wfo-4000028355","Bridson","Rubiaceae","","",NA,"Pavetta","","manyanguensis","","species","Valid","Kew Bull. 32: 614 (1978)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Kew Bull. 32(3): 614. 1978 [19 Apr 1978]  to Kew Bull. 32: 614 (1978), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re","http://www.theplantlist.org/tpl1.1/record/kew-148703","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-148703","",FALSE,"","","",""
"519","Pavetta nitidissima","Pavetta nitidissima",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,512,1,"wfo-0000265695","urn:lsid:ipni.org:names:931728-1","148769","Pavetta nitidissima","species","wfo-4000028355","Bridson","Rubiaceae","","",NA,"Pavetta","","nitidissima","","species","Valid","Kew Bull. 42: 255 (1987)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Kew Bull. 42(1): 255. 1987 [4 Apr 1987]  to Kew Bull. 42: 255 (1987), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/rec","http://www.theplantlist.org/tpl1.1/record/kew-148769","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-148769","",FALSE,"","","",""
"520","Pavetta sparsipila","Pavetta sparsipila",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,513,1,"wfo-0000265869","urn:lsid:ipni.org:names:760046-1","148930","Pavetta sparsipila","species","wfo-4000028355","Bremek.","Rubiaceae","","",NA,"Pavetta","","sparsipila","","species","Valid","Bull. Misc. Inform. Kew 1936: 484 (1936)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Bull. Misc. Inform. Kew 1936(9): 484. [18 Dec 1936]  to Bull. Misc. Inform. Kew 1936: 484 (1936), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www","http://www.theplantlist.org/tpl1.1/record/kew-148930","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-148930","",FALSE,"","","",""
"521","Polysphaeria macrantha","Polysphaeria macrantha",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,514,1,"wfo-0000280198","urn:lsid:ipni.org:names:760904-1","162633","Polysphaeria macrantha","species","wfo-4000030823","Brenan","Rubiaceae","","",NA,"Polysphaeria","","macrantha","","species","Valid","Kew Bull. 4: 83 (1949)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Kew Bull. 4(1): 83. 1949 [19 May 1949]  to Kew Bull. 4: 83 (1949), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/kew-162633","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-162633","",FALSE,"","","",""
"522","Polysphaeria ntemii","Polysphaeria ntemii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,515,1,"wfo-0000920622","urn:lsid:ipni.org:names:60455148-2","466129","Polysphaeria ntemii","species","wfo-4000030823","S.E.Dawson & Gereau","Rubiaceae","","",NA,"Polysphaeria","","ntemii","","species","Valid","Novon 20: 261 (2010)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Novon 20(3): 261 (-263; 256-257; fig. 3). 2010 [13 Sep 2010]  to Novon 20: 261 (2010), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantli","http://www.theplantlist.org/tpl1.1/record/kew-466129","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-466129","",FALSE,"","","",""
"523","Psychotria brucei","Psychotria brucei",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,516,1,"wfo-0000285168","urn:lsid:ipni.org:names:761568-1","167441","Psychotria brucei","species","wfo-4000031840","Verdc.","Rubiaceae","","",NA,"Psychotria","","brucei","","species","Valid","Kew Bull. 30: 249 (1975)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Kew Bull. 30(2): 249. 1975 [7 Nov 1975]  to Kew Bull. 30: 249 (1975), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/rec","http://www.theplantlist.org/tpl1.1/record/kew-167441","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-167441","",FALSE,"","","",""
"524","Psychotria cyathicalyx","Psychotria cyathicalyx",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,517,1,"wfo-0000285528","urn:lsid:ipni.org:names:761843-1","167773","Psychotria cyathicalyx","species","wfo-4000031840","E.M.A.Petit","Rubiaceae","","",NA,"Psychotria","","cyathicalyx","","species","Valid","Bull. Jard. Bot. État Bruxelles 34: 93 (1964)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Bull. Jard. Bot. État Bruxelles 34: 93. 1964  to Bull. Jard. Bot. État Bruxelles 34: 93 (1964), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www","http://www.theplantlist.org/tpl1.1/record/kew-167773","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-167773","",FALSE,"","","",""
