"","spec.name","spec.name.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"36","Kaunia camataguiensis","Kaunia camataguiensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,36,1,"wfo-0000021380","urn:lsid:ipni.org:names:133316-2","GCC-DABF27F8-77D2-466C-B38C-C81A3B8D35BC","Kaunia camataguiensis","species","wfo-4000019876","(Hieron.) R.M.King & H.Rob.","Asteraceae","","",NA,"Kaunia","","camataguiensis","","species","Valid","Phytologia 47(3): 259 (1980)","Accepted","","wfo-0000065288",NA,"Source in seed data: gcc Update namepublishedIn from 259 1980  to Phytologia 47(3): 259 (1980), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-120673 >The Plant L","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:133316-2","The Asteraceaae TEN","A","gcc-120673","",FALSE,"","","",""
"37","Kaunia gynoximorpha","Kaunia gynoximorpha",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,37,1,"wfo-0000009858","urn:lsid:ipni.org:names:133320-2","GCC-0DD8E0F0-BC09-4366-9E9E-AEE8C9C276FC","Kaunia gynoximorpha","species","wfo-4000019876","(B.L.Rob.) R.M.King & H.Rob.","Asteraceae","","",NA,"Kaunia","","gynoximorpha","","species","Valid","Phytologia 47: 259 (1980)","Accepted","","wfo-0000068940",NA,"Source in seed data: gcc Update namepublishedIn from 259 1980  to Phytologia 47: 259 (1980), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-109549 >The Plant List","http://www.theplantlist.org/tpl1.1/record/gcc-109549","The Asteraceaae TEN","A","gcc-109549","",FALSE,"","","",""
"38","Verbesina cumingii","Verbesina cumingii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,38,1,"wfo-0000103348","urn:lsid:ipni.org:names:60450630-2","GCC-C6B539FC-F38F-4DE2-88F7-0B5540492BE7","Verbesina cumingii","species","wfo-4000040144","(Griseb.) S.F.Blake","Asteraceae","","",NA,"Verbesina","","cumingii","","species","Valid","Amer. J. Bot. 12(10): 634. 1925 [Dec 1925]","Accepted","","",NA,"Source in seed data: gcc Updated scientificnameAuthorship from (Griseb.) Sch.Bip. ex S.F.Blake to (Griseb.) S.F.Blake, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/","http://www.theplantlist.org/tpl1.1/record/gcc-6087","The Asteraceaae TEN","A","gcc-6087","",FALSE,"","","","smallest ID"
"40","Cordia oliveri","Cordia oliveri",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,39,1,"wfo-0000620806","urn:lsid:ipni.org:names:77073452-1","867371","Cordia oliveri","species","wfo-4000009266","(Britton) Gottschling & J.S.Mill.","Boraginaceae","","",NA,"Cordia","","oliveri","","species","Valid","Syst. Bot. 31: 365 (2006)","Accepted","","",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (Britton ex Rusby) Gottschling & J.S.Mill. to (Britton) Gottschling & J.S.Mill., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.thepla","http://www.theplantlist.org/tpl1.1/record/kew-2737073","The Boraginaceae TEN","A","kew-2737073","",FALSE,"","","",""
"41","Brunellia boliviana","Brunellia boliviana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,40,1,"wfo-0000438125","urn:lsid:ipni.org:names:37448-2","24848","Brunellia boliviana","species","wfo-4000005535","Britton ex Rusby","Brunelliaceae","","",NA,"Brunellia","","boliviana","","species","Valid","Mem. Torrey Bot. Club 3(3): 13 (1893)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Mem. Torrey Bot. Club 3(3): 13 1893  to Mem. Torrey Bot. Club 3(3): 13 (1893), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/t","http://www.theplantlist.org/tpl1.1/record/kew-24848","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-24848","",FALSE,"","","",""
"42","Brunellia rhoides","Brunellia rhoides",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,41,1,"wfo-0000442425","urn:lsid:ipni.org:names:37497-2","24923","Brunellia rhoides","species","wfo-4000005535","Rusby","Brunelliaceae","","",NA,"Brunellia","","rhoides","","species","Valid","Bull. New York Bot. Gard. 4: 310 (1907)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Bull. New York Bot. Gard. 4: 310 1907  to Bull. New York Bot. Gard. 4: 310 (1907), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o","http://www.theplantlist.org/tpl1.1/record/kew-24923","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-24923","",FALSE,"","","",""
"43","Dacryodes sudyungasensis","Dacryodes sudyungasensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,42,1,"wfo-1000031882","urn:lsid:ipni.org:names:77200791-1","","Dacryodes sudyungasensis","species","","Daly & M.C.Martínez","Burseraceae","","",NA,"Dacryodes","","sudyungasensis","","species","","Brittonia 71(2): 220. 2019","Unchecked","","",NA,"","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","","",""
"44","Protium montanum","Protium montanum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,43,1,"wfo-0001219012","urn:lsid:ipni.org:names:210583-2","4700613","Protium montanum","species","wfo-4000031258","Swart","Burseraceae","","",NA,"Protium","","montanum","","species","Valid","Acta Bot. Neerl. 1: 247 (1952)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Acta Bot. Neerl. 1: 247, fig. 3. 1952  to Acta Bot. Neerl. 1: 247 (1952), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1","http://www.theplantlist.org/tpl1.1/record/tro-4700613","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-4700613","",FALSE,"","","",""
"45","Styloceras columnare","Styloceras columnare",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,44,1,"wfo-0001219021","urn:lsid:ipni.org:names:356631-1","4900014","Styloceras columnare","species","wfo-4000036994","Müll.Arg.","Buxaceae","","",NA,"Styloceras","","columnare","","species","Valid","Prodr. 16(1): 10 (1869)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Prodr. 16(1): 10 1869  to Prodr. 16(1): 10 (1869), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-4900014 >Th","http://www.theplantlist.org/tpl1.1/record/tro-4900014","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-4900014","",FALSE,"","","",""
"46","Styloceras connatum","Styloceras connatum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,45,1,"wfo-0001033000","urn:lsid:ipni.org:names:60455011-2","100000485","Styloceras connatum","species","wfo-4000036994","Torrez & P.Jørg.","Buxaceae","","",NA,"Styloceras","","connatum","","species","Valid","Novon 20: 367 (2010)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Novon 20(3): 367 (-370; figs. 1-2). 2010 [13 Sep 2010]  to Novon 20: 367 (2010), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org","http://www.theplantlist.org/tpl1.1/record/tro-100000485","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-100000485","",FALSE,"","","",""
"47","Cereus yungasensis","Cereus yungasensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,46,1,"wfo-0000746202","","d903a40e-4ef6-41aa-b247-a9da5531e959","Cereus yungasensis","species","wfo-4000007414","A.Fuentes & Quispe","Cactaceae","","",NA,"Cereus","","yungasensis","","species","Valid","in Revista Soc. Boliv. Bot. 4(2): 198, f. 1, 2. 2009.","Accepted","","",NA,"Source in seed data: Caryophyllales.org Update name from Caryophyllales - cactaceae, information provided by Walter B. on email Jul. 01, 2021","http://caryophyllales.org/cactaceae/cdm_dataportal/name/d903a40e-4ef6-41aa-b247-a9da5531e959","The Caryophyllales Taxonomic Expert Network","A","kew-2899435","",FALSE,"","","",""
"48","Echinopsis werdermanniana","Echinopsis werdermanniana",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,47,1,"wfo-0001431292","","ba690f1f-a9a3-455a-bdc1-fbda181ceeb5","Leucostele werdermanniana","species","wfo-4000021610","(Backeb.) Schlumpb.","Cactaceae","","",NA,"Leucostele","","werdermanniana","","species","Valid","in Cactaceae Syst. Init. 28: 30. 2012.","Accepted","","",NA,"Source in seed data: Caryophyllales.org New name from Caryophyllales - cactaceae, information provided by Walter B. on email Jul. 01, 2021","http://caryophyllales.org/cactaceae/cdm_dataportal/name/ba690f1f-a9a3-455a-bdc1-fbda181ceeb5","The Caryophyllales Taxonomic Expert Network","A","","",TRUE,"Synonym","wfo-0000662412","Echinopsis werdermanniana",""
"49","Oreocereus pseudofossulatus","Oreocereus pseudofossulatus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,48,1,"wfo-0001289530","","7eef3675-69e8-4ba0-b701-a8da261a0b69","Oreocereus fossulatus","species","wfo-4000027071","(Labour.) Backeb.","Cactaceae","","",NA,"Oreocereus","","fossulatus","","species","Valid","in Kakteen-Freund 3: 14. 1934.","Accepted","","",NA,"Source in seed data: Caryophyllales.org Update name from Caryophyllales - cactaceae, information provided by Walter B. on email Jul. 01, 2021","http://caryophyllales.org/cactaceae/cdm_dataportal/name/7eef3675-69e8-4ba0-b701-a8da261a0b69","The Caryophyllales Taxonomic Expert Network","A","tro-5107596","",TRUE,"Synonym","wfo-0001289772","Oreocereus pseudofossulatus",""
"50","Weberbauerocereus madidiensis","Weberbauerocereus madidiensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,49,1,"wfo-0001039450","","7ad5d003-1334-4a6e-a14e-a7ba0fadf77c","Weberbauerocereus madidiensis","species","wfo-4000040570","Quispe & A.Fuentes","Cactaceae","","",NA,"Weberbauerocereus","","madidiensis","","species","Valid","in Novon 20(3): 326. 2010.","Accepted","","",NA,"Source in seed data: Caryophyllales.org Update name from Caryophyllales - cactaceae, information provided by Walter B. on email Jul. 01, 2021","http://caryophyllales.org/cactaceae/cdm_dataportal/name/7ad5d003-1334-4a6e-a14e-a7ba0fadf77c","The Caryophyllales Taxonomic Expert Network","A","tro-100364392","",FALSE,"","","",""
"51","Kielmeyera paniculata","Kielmeyera paniculata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,50,1,"wfo-0000356353","urn:lsid:ipni.org:names:133434-2","473824","Kielmeyera paniculata","species","wfo-4000019988","Rusby","Calophyllaceae","","",NA,"Kielmeyera","","paniculata","","species","Valid","Mem. Torrey Bot. Club 6: 9 (1896)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Mem. Torrey Bot. Club 6: 9 1896  to Mem. Torrey Bot. Club 6: 9 (1896), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re","http://www.theplantlist.org/tpl1.1/record/kew-2333927","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2333927","",FALSE,"","","",""
"52","Hirtella beckii","Hirtella beckii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,51,1,"wfo-0000833426","urn:lsid:ipni.org:names:1008136-1","370625","Hirtella beckii","species","wfo-4000017988","Prance","Chrysobalanaceae","","",NA,"Hirtella","","beckii","","species","Valid","Kew Bull. 54(1): 112. 1999 [2 Jun 1999]","Accepted","","",NA,"Source in seed data: wcs Updated namepublishedIn from Kew Bull. 54: 112 1999  to Kew Bull. 54(1): 112. 1999 [2 Jun 1999] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/rec","http://www.theplantlist.org/tpl1.1/record/kew-370625","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-370625","",FALSE,"","","",""
"53","Moquilea boliviensis","Moquilea boliviensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,52,1,"wfo-0001354232","urn:lsid:ipni.org:names:60472892-2","60472892-2","Moquilea boliviensis","species","wfo-4000024821","(Prance) Sothers & Prance","Chrysobalanaceae","","",NA,"Moquilea","","boliviensis","","species","Valid","Kew Bull. 71(4)-58: 33. 2016 [15 Dec 2016] [epublished]","Accepted","","",NA,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","","",""
"54","Clethra cardenasii","Clethra cardenasii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,53,1,"wfo-0000888442","urn:lsid:ipni.org:names:60686-2","43230","Clethra cardenasii","species","wfo-4000008596","Sleumer","Clethraceae","","",NA,"Clethra","","cardenasii","","species","Valid","Bot. Jahrb. Syst. 87: 109 (1967)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Bot. Jahrb. Syst. 87: 109 1967  to Bot. Jahrb. Syst. 87: 109 (1967), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco","http://www.theplantlist.org/tpl1.1/record/kew-43230","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-43230","",FALSE,"","","",""
"56","Clethra elongata","Clethra elongata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,54,2,"wfo-0000888709","urn:lsid:ipni.org:names:60692-2","43255","Clethra elongata","species","wfo-4000008596","Rusby","Clethraceae","","",NA,"Clethra","","elongata","","species","Valid","Bull. New York Bot. Gard. 4: 405 (1907)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Bull. New York Bot. Gard. 4: 405 1907  to Bull. New York Bot. Gard. 4: 405 (1907), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o","http://www.theplantlist.org/tpl1.1/record/kew-43255","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-43255","",FALSE,"","","","Not a synonym"
"57","Clusia elongata","Clusia elongata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,55,1,"wfo-0000612201","urn:lsid:ipni.org:names:61448-2","858707","Clusia elongata","species","wfo-4000008664","Rusby","Clusiaceae","","",NA,"Clusia","","elongata","","species","Valid","Bull. New York Bot. Gard. 8: 105 (1912)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Bull. New York Bot. Gard. 8: 105 1912  to Bull. New York Bot. Gard. 8: 105 (1912), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o","http://www.theplantlist.org/tpl1.1/record/kew-2728375","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2728375","",FALSE,"","","",""
"58","Clusia glauca","Clusia glauca",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,56,1,"wfo-0001347722","urn:lsid:ipni.org:names:77160065-1","77160065-1","Clusia glauca","species","wfo-4000008664","(Rusby) J.E.Nascim. & Bittrich","Clusiaceae","","",NA,"Clusia","","glauca","","species","Valid","Syst. Bot. 41: 1003 (2016)","Accepted","","",NA,"Source in seed data: ipni Update namepublishedIn from Syst. Bot. 41(4): 1003. 2016 [15 Dec 2016] [epublished] to Syst. Bot. 41: 1003 (2016), information provided by Alan E. on email Jun. 07 2021","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77160065-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",FALSE,"","","",""
"59","Clusia lechleri","Clusia lechleri",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,57,1,"wfo-0000612278","urn:lsid:ipni.org:names:61489-2","858779","Clusia lechleri","species","wfo-4000008664","Rusby","Clusiaceae","","",NA,"Clusia","","lechleri","","species","Valid","Bull. New York Bot. Gard. 8: 105 (1912)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Bull. New York Bot. Gard. 8: 105 1912  to Bull. New York Bot. Gard. 8: 105 (1912), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o","http://www.theplantlist.org/tpl1.1/record/kew-2728447","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2728447","",FALSE,"","","",""
"60","Clusia pachamamae","Clusia pachamamae",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,58,1,"wfo-0000508845","urn:lsid:ipni.org:names:77094483-1","739783","Clusia pachamamae","species","wfo-4000008664","Zent.-Ruíz & A.Fuentes","Clusiaceae","","",NA,"Clusia","","pachamamae","","species","Valid","Novon 18: 131 (2008)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Novon 18(1): 131 (130-134; figs. 1-2). 2008 [27 Feb 2008]  to Novon 18: 131 (2008), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.","http://www.theplantlist.org/tpl1.1/record/kew-2606737","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2606737","",FALSE,"","","",""
"61","Clusia ternstroemioides","Clusia ternstroemioides",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,59,1,"wfo-0000612486","urn:lsid:ipni.org:names:61615-2","858968","Clusia ternstroemioides","species","wfo-4000008664","Rusby","Clusiaceae","","",NA,"Clusia","","ternstroemioides","","species","Valid","Descr. S. Amer. Pl. : 59 (1920)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Descr. S. Amer. Pl. 59 1920  to Descr. S. Amer. Pl. : 59 (1920), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/k","http://www.theplantlist.org/tpl1.1/record/kew-2728636","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2728636","",FALSE,"","","",""
"62","Weinmannia davidsonii","Weinmannia davidsonii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,60,1,"wfo-0001279379","urn:lsid:ipni.org:names:77084124-1","50303808","Weinmannia davidsonii","species","wfo-4000040589","A.Fuentes & Z.S.Rogers","Cunoniaceae","","",NA,"Weinmannia","","davidsonii","","species","Valid","Novon 17: 327 (2007)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Novon 17(3): 327 (-329; fig. 1). 2007 [10 Sep 2007]  to Novon 17: 327 (2007), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tp","http://www.theplantlist.org/tpl1.1/record/tro-50303808","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-50303808","",FALSE,"","","",""
"63","Weinmannia rhoifolia","Weinmannia rhoifolia",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,61,1,"wfo-0001244499","urn:lsid:ipni.org:names:268290-2","50129095","Weinmannia rhoifolia","species","wfo-4000040589","Rusby","Cunoniaceae","","",NA,"Weinmannia","","rhoifolia","","species","Valid","Bull. New York Bot. Gard. 4: 353 (1907)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Bull. New York Bot. Gard. 4: 353 1907  to Bull. New York Bot. Gard. 4: 353 (1907), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o","http://www.theplantlist.org/tpl1.1/record/tro-50129095","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-50129095","",FALSE,"","","",""
